Title,max_players,publishers,review_score,total_sales,used_price,release_console,esrb_rating,year,avg_all_playtime,max_all_playtime,med_all_playtime,total_all_playtime,min_all_playtime,avg_complete,max_complete,med_complete,total_complete,min_complete,avg_x_complete,max_x_complete,med_x_complete,total_x_complete,min_x_complete,avg_story_complete,max_story_complete,med_story_complete,total_story_complete,min_story_complete,genre_action,genre_strategy,genre_racing_driving,genre_sports,genre_simulation,genre_adventure,genre_rpg,genre_educational,pub_Nintendo,pub_Ubisoft,pub_Sony,pub_Activision,pub_EA,pub_namco,pub_konami,pub_koei,pub_sega,pub_capcom,pub_rockstar,pub_THQ,pub_2K,pub_D3,pub_vivendi,pub_majesco,pub_microsoft,pub_SquareEnix,pub_505,pub_Atari,pub_Spike,pub_RisingStar,pub_Midway,pub_Eidos,pub_WarnerBros,pub_Atlus,pub_Codemasters,pub_Disney,pub_count,pub_other
Star Fox Command,1,Nintendo,76,0.39,14.95,Nintendo DS,T,2006,3.7,5.66666666666667,3,17,2.16666666666667,0,0,0,0,0,6.6,7.3,6.6,2,5.9,3.31666666666667,5.06666666666667,3,15,2.06666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Metal Gear Solid: Portable Ops,1,Konami,87,0.39,17.95,Sony PSP,T,2006,13.35,21.35,12.0833333333333,66,9.18333333333333,30,30,30,1,30,16.4833333333333,22.8833333333333,15.05,19,12.4833333333333,11.6833333333333,17.3166666666667,11.5833333333333,46,8.65,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Marvel Ultimate Alliance,4,Activision,73,0.38,17.95,Nintendo Wii,M,2006,15.25,27.5833333333333,14,68,10.3,25.3833333333333,30.05,24.8166666666667,3,20.7333333333333,17.6333333333333,28.9333333333333,17,26,12.85,12.8666666666667,20.6333333333333,12.3666666666667,39,9.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Blazing Angels: Squadrons of WWII,2,Ubisoft,66,0.37,16.95,X360,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Major League Baseball 2K6,2,2K,66,0.37,4.95,X360,T,2006,7.65,9.9,8,3,5.4,7.65,9.9,8,3,5.4,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
NCAA Football 07,1,EA,75,0.36,9.95,Sony PSP,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
MLB 06: The Show,2,Sony,83,0.35,9.95,Sony PSP,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Blazing Angels: Squadrons of WWII,2,Ubisoft,67,0.35,16.95,PlayStation 3,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
WWE SmackDown vs. Raw 2007,4,THQ,78,0.34,14.95,Sony PSP,T,2006,23.4,45.6333333333333,9.11666666666667,10,11.9166666666667,57.6,64.5166666666667,50.4833333333333,3,50.6666666666667,0,0,0,0,0,8.75,9.43333333333333,9,7,8.21666666666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Rune Factory: A Fantasy Harvest Moon,1,"Marvelous Interactive, Natsume, Rising Star Games",78,0.34,24.95,Nintendo DS,T,2006,66.1333333333333,79.4833333333333,67.0833333333333,4,52.3,38,38,38,1,38,75.5166666666667,87.2333333333333,88.6666666666667,3,63.7833333333333,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE
Marvel Ultimate Alliance,1,Activision,81,0.34,22.95,Sony PSP,E,2006,15.25,27.5833333333333,14,68,10.3,25.3833333333333,30.05,24.8166666666667,3,20.7333333333333,17.6333333333333,28.9333333333333,17,26,12.85,12.8666666666667,20.6333333333333,12.3666666666667,39,9.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Marvel Ultimate Alliance,4,Activision,78,0.33,24.95,PlayStation 3,M,2006,15.25,27.5833333333333,14,68,10.3,25.3833333333333,30.05,24.8166666666667,3,20.7333333333333,17.6333333333333,28.9333333333333,17,26,12.85,12.8666666666667,20.6333333333333,12.3666666666667,39,9.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Tiger Woods PGA Tour 07,4,EA,81,0.32,14.95,PlayStation 3,E,2006,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Ace Combat X: Skies of Deception,1,Namco,75,0.32,22.95,Sony PSP,E,2006,4.88333333333333,8.5,4.11666666666667,14,3.08333333333333,12.5,12.5,12.5,1,12.5,4.51666666666667,4.95,4.73333333333333,4,3.98333333333333,4.18333333333333,6.48333333333333,3.75,9,2.81666666666667,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Killzone: Liberation,1,Sony,77,0.32,16.95,Sony PSP,M,2006,8.3,11.0666666666667,8,26,6.86666666666667,9.53333333333333,10.3166666666667,9.53333333333333,2,8.76666666666667,10.5333333333333,12.25,10.45,5,8.86666666666667,7.58333333333333,9.86666666666667,7.9,19,6.66666666666667,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
F.E.A.R.: First Encounter Assault Recon,1,Vivendi Universal Games,85,0.32,17.95,X360,E,2006,9.4,18.6,9,557,6.6,11.9,17.4333333333333,11.8666666666667,62,8.38333333333333,10.9333333333333,19.25,10.0666666666667,106,7.98333333333333,8.58333333333333,13.25,8.41666666666667,389,6.25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
NBA 2K7,7,2K,80,0.31,7.95,PlayStation 3,E,2006,8.18333333333333,8.76666666666667,8.18333333333333,2,7.58333333333333,0,0,0,0,0,0,0,0,0,0,8.18333333333333,8.76666666666667,8.18333333333333,2,7.58333333333333,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Tony Hawk's Project 8,2,Activision,76,0.3,14.95,PlayStation 3,T,2006,17.1666666666667,19.5333333333333,17,11,15.3333333333333,0,0,0,0,0,18.4333333333333,20.2,18.3833333333333,4,16.7,16.4333333333333,17.7333333333333,17,7,15.15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Avatar: The Last Airbender,1,THQ,64,0.3,17.95,Nintendo DS,E,2006,4.75,6.43333333333333,5,11,2.6,4.06666666666667,6.01666666666667,4,5,2.18333333333333,0,0,0,0,0,5.33333333333333,6.58333333333333,6,6,3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Castlevania: Portrait of Ruin,1,Konami,85,0.3,17.95,Nintendo DS,M,2006,13.133333333333301,26.0166666666667,12,80,8.38333333333333,23.1333333333333,31.5,23.9,9,19.25,12.5833333333333,18.6333333333333,12,37,9.25,11.1,15.75,10.5333333333333,34,7.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Hitman: Blood Money,1,Eidos,82,0.29,22.95,X360,E,2006,14.0666666666667,29.7666666666667,13,187,8.26666666666667,19.3333333333333,32.55,18.9,23,13.9,16.0833333333333,23.7,14.75,58,10.4166666666667,11.8166666666667,16.45,12,106,7.45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Rockstar Games presents Table Tennis,2,Rockstar,81,0.28,9.95,X360,M,2006,6,6,6,2,6,0,0,0,0,0,6,6,6,1,6,6,6,6,1,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Trauma Center: Second Opinion,1,Nintendo,80,0.28,17.95,Nintendo Wii,T,2006,9.21666666666667,12.55,9,19,6.7,16,16,16,1,16,10.0833333333333,12.0333333333333,10.0833333333333,2,8.13333333333333,8.68333333333333,11.633333333333301,8.5,16,6.45,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Tenchu Z,1,Microsoft,56,0.28,14.95,X360,E,2006,34.0333333333333,48.8166666666667,21.25,8,19.8166666666667,59,66.5,67,3,51.5,12,12,12,1,12,20.8166666666667,21.1666666666667,20.8833333333333,4,20.4166666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Elite Beat Agents,1,Nintendo,87,0.27,9.95,Nintendo DS,M,2006,10.2666666666667,26.1833333333333,4.5,51,4.18333333333333,30.45,38.85,35,11,20.35,6.4,10.3,4.5,10,3.55,4.15,6.03333333333333,4,30,2.53333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Street Fighter Alpha 3 MAX,1,Capcom,80,0.27,14.95,Sony PSP,M,2006,3,3.5,3,2,2.5,0,0,0,0,0,4,4,4,1,4,2,2,2,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Blue Dragon,1,Microsoft,79,0.27,14.95,X360,T,2006,59.9166666666667,88.1666666666667,51.7166666666667,68,42.5333333333333,99.1333333333333,110.8,103,9,88.8666666666667,59.95,86.7333333333333,55,36,45.0666666666667,44.5,52.9,46.0333333333333,23,37.2666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
The Lord of the Rings: The Battle for Middle Ea...,1,EA,79,0.27,19.95,X360,T,2006,20.4333333333333,34.25,16.5833333333333,22,14.75,27.85,38.2,25,8,19.4666666666667,18.8833333333333,20.3333333333333,20,5,17.8,14.7166666666667,19.3,14.5,9,12.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Prey,1,2K,79,0.27,14.95,X360,T,2006,8.35,16.8,8,135,6.26666666666667,12.8333333333333,18.9333333333333,12,12,9.15,9.31666666666667,12.0666666666667,9,28,7.48333333333333,7.5,9.86666666666667,7.95,95,6.05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Over the Hedge,1,Activision,71,0.26,16.95,Nintendo DS,E,2006,7.21666666666667,10.7833333333333,5.93333333333333,4,4.28333333333333,15,15,15,1,15,5.93333333333333,6.16666666666667,5.93333333333333,2,5.7,2,2,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Capcom Classics Collection Reloaded,1,Capcom,75,0.26,17.95,Sony PSP,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Pirates of the Caribbean: Dead Man's Chest,1,Buena Vista Games,52,0.26,14.95,Sony PSP,T,2006,2.68333333333333,3.16666666666667,2.5,4,2.28333333333333,3.75,3.75,3.75,1,3.75,2.83333333333333,2.83333333333333,2.83333333333333,1,2.83333333333333,2.08333333333333,2.11666666666667,2.08333333333333,2,2.03333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
NHL 07,1,EA,79,0.26,5.95,X360,T,2006,9,9.5,9,2,8.5,8,8,8,1,8,0,0,0,0,0,10,10,10,1,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Monster Hunter Freedom,1,Capcom,71,0.25,12.95,Sony PSP,E,2006,279.733333333333,445.2,101.1,6,120.2,683.133333333333,691.566666666667,683.133333333333,2,674.7,84.0666666666667,103.116666666667,76,3,65.0166666666667,60,60,60,1,60,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Chromehounds,1,Sega,71,0.25,14.95,X360,T,2006,32.6666666666667,48.1666666666667,16,3,17.1666666666667,72,72,72,1,72,16,16,16,1,16,10,10,10,1,10,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Test Drive Unlimited,1,Atari,82,0.25,17.95,X360,T,2006,53.4,101.966666666667,38.5,22,32.9666666666667,112.666666666667,132.166666666667,100,3,93.1666666666667,55.6666666666667,96.4166666666667,50,11,41.4166666666667,28.0833333333333,32.0166666666667,30,8,24.5166666666667,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Dragon Ball Z: Budokai Tenkaichi 2,2,Atari,72,0.24,14.95,Nintendo Wii,E,2006,17.6333333333333,30.55,14.6,16,12.5666666666667,28.8833333333333,35.9666666666667,25,5,24.7166666666667,14,17.05,14.2,5,11.55,11.2833333333333,12.8166666666667,10,6,10.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Dragon Quest Monsters: Joker,1,SquareEnix,75,0.24,14.95,Nintendo DS,T,2006,37.9666666666667,62.0333333333333,37.65,14,25.0333333333333,63.6333333333333,74.95,63.6333333333333,2,52.3166666666667,30.0333333333333,37.4666666666667,35.8333333333333,3,22.6,34.9,39.55,37.3,9,30.4166666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Pirates of the Caribbean: Dead Man's Chest,1,Buena Vista Games,63,0.24,11.95,Nintendo DS,E,2006,2.68333333333333,3.16666666666667,2.5,4,2.28333333333333,3.75,3.75,3.75,1,3.75,2.83333333333333,2.83333333333333,2.83333333333333,1,2.83333333333333,2.08333333333333,2.11666666666667,2.08333333333333,2,2.03333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
NFL Street 3,1,EA,68,0.24,14.95,Sony PSP,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Syphon Filter: Dark Mirror,1,Sony,87,0.24,12.95,Sony PSP,M,2006,8.46666666666667,11.4333333333333,7.28333333333333,8,6.68333333333333,15,15,15,1,15,9.25,10.0833333333333,9.25,2,8.41666666666667,6.85,7.33333333333333,7,5,6.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
NBA 07,4,Sony,63,0.23,6.95,PlayStation 3,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Ridge Racer 7,2,"Namco,Sony",78,0.23,19.95,PlayStation 3,E,2006,21.25,33.4333333333333,12.5,4,13.4333333333333,50,50,50,1,50,15,15,15,1,15,10,10,10,2,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE
